,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
36124,1136,a <-> ***,a , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36125,1186,*** <-> i,*** , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36126,1191,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36127,1606,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36128,2215,*** <-> a,*** , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36129,2268,*** <-> i,*** , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36130,2385,*** <-> i,*** , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36131,2420,the <-> a,the , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36132,2725,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36133,2736,a <-> ***,a , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36134,2997,the <-> a,the , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36135,3098,it <-> a,it , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36136,3385,*** <-> a,*** , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36137,3460,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36138,3886,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36139,3905,*** <-> i,*** , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36140,4217,*** <-> i,*** , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36141,4223,a <-> the,a , the,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36142,4247,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36143,4392,i <-> ***,i , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36144,4539,mm-hmm <-> i,mm-hmm , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36145,5072,some <-> i,some , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36146,5144,by <-> a,by , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36147,5157,*** <-> a,*** , a,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36148,5160,*** <-> i,*** , i,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36149,5196,a <-> the,a , the,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
36150,70,where is <-> where's,where is , where's,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_contraction,reductions
36151,374,pensacola is <-> pensacola's,pensacola is , pensacola's,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_contraction,reductions
36152,2674,why'd <-> why did,why'd , why did,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_contraction,reductions
36153,3594,we love he's <-> you know bee is,we love he's , you know bee is,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_contraction,reductions
36154,4530,yeah that has <-> on that's,yeah that has , on that's,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_contraction,reductions
36155,4816,there would <-> there'd,there would , there'd,amber,openai-async,True,DCB_se2_ag4_f_03_1,is_contraction,reductions
36156,149,uh <-> um,uh , um,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_sub,verbatim
36157,170,uh <-> um,uh , um,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_sub,verbatim
36158,202,uh <-> um,uh , um,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_sub,verbatim
36159,204,uh <-> um,uh , um,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_sub,verbatim
36160,2101,uh <-> oh,uh , oh,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_sub,verbatim
36161,110,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36162,129,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36163,138,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36164,187,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36165,239,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36166,271,*** <-> yep,*** , yep,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36167,331,*** <-> okay,*** , okay,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36168,408,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36169,455,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36170,472,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36171,514,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36172,581,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36173,654,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36174,669,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36175,772,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36176,828,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36177,859,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36178,880,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36179,1006,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36180,1012,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36181,1056,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36182,1077,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36183,1123,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36184,1151,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36185,1156,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36186,1303,*** <-> oh,*** , oh,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36187,1376,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36188,1413,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36189,1670,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36190,1758,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36191,1958,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36192,2124,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36193,2189,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36194,2203,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36195,2301,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36196,2340,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36197,2368,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36198,2409,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36199,2545,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36200,2577,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36201,2771,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36202,2787,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36203,2803,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36204,2897,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36205,2932,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36206,3086,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36207,3229,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36208,3310,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36209,3321,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36210,3361,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36211,3896,*** <-> oh,*** , oh,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36212,3922,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36213,3941,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36214,3986,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36215,4178,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36216,4263,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36217,4291,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36218,4380,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36219,4394,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36220,4402,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36221,4445,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36222,4484,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36223,4497,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36224,4610,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36225,4612,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36226,4687,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36227,4711,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36228,4886,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36229,4951,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36230,4980,okay <-> ***,okay , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36231,5000,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36232,5005,uh-huh <-> ***,uh-huh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36233,5020,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36234,5060,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36235,5075,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36236,5096,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36237,5106,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36238,5125,uh <-> ***,uh , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,filler_del,verbatim
36239,214,ste- <-> ***,ste- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36240,337,what- <-> ***,what- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36241,1110,alphabe- <-> ***,alphabe- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36242,1371,i- <-> ***,i- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36243,1391,you know- <-> ***,you know- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36244,1431,mm-hmm and- <-> ***,mm-hmm and- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36245,1600,pre- <-> ***,pre- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36246,2000,he- <-> ***,he- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36247,2249,i was- <-> ***,i was- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36248,2478,they- <-> ***,they- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36249,2610,it was- <-> ***,it was- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36250,2945,i had- <-> ***,i had- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36251,2959,the- this was- <-> ***,the- this was- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36252,3108,the- <-> ***,the- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36253,3373,at- with- <-> ***,at- with- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36254,3558,he- <-> ***,he- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36255,3878,i'm- <-> ***,i'm- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36256,3926,to- <-> ***,to- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36257,4157,he just- <-> ***,he just- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36258,4763,so i was- <-> ***,so i was- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36259,4800,my- <-> ***,my- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36260,5008,we- <-> ***,we- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36261,5236,we- <-> ***,we- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36262,5295,i- <-> ***,i- , ***,amber,openai-async,True,DCB_se2_ag4_f_03_1,del_restart,verbatim
36263,2028,is <-> ***,is , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,cop_aux_del_19a,morpho_syntax
36264,5463,will <-> ***,will , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,future_ll_del_19c,morpho_syntax
36265,326,problem <-> problems,problem , problems,amber,openai-async,True,ROC_se0_ag3_f_01_1,final_s_del_20a_21b,morpho_syntax
36266,478,kinds <-> kind,kinds , kind,amber,openai-async,True,ROC_se0_ag3_f_01_1,final_s_del_20a_21b,morpho_syntax
36267,3052,perpetrators <-> perpetrator,perpetrators , perpetrator,amber,openai-async,True,ROC_se0_ag3_f_01_1,final_s_del_20a_21b,morpho_syntax
36268,5096,question <-> questions,question , questions,amber,openai-async,True,ROC_se0_ag3_f_01_1,final_s_del_20a_21b,morpho_syntax
36269,851,wanted <-> want,wanted , want,amber,openai-async,True,ROC_se0_ag3_f_01_1,stem_for_past_20e,morpho_syntax
36270,3090,want <-> wanted,want , wanted,amber,openai-async,True,ROC_se0_ag3_f_01_1,stem_for_past_20e,morpho_syntax
36271,3676,stayed <-> stay,stayed , stay,amber,openai-async,True,ROC_se0_ag3_f_01_1,stem_for_past_20e,morpho_syntax
36272,644,it <-> ***,it , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,add_pronoun_21d,morpho_syntax
36273,4833,*** <-> it,*** , it,amber,openai-async,True,ROC_se0_ag3_f_01_1,add_pronoun_21d,morpho_syntax
36274,5700,*** <-> it,*** , it,amber,openai-async,True,ROC_se0_ag3_f_01_1,add_pronoun_21d,morpho_syntax
36275,5706,*** <-> it,*** , it,amber,openai-async,True,ROC_se0_ag3_f_01_1,add_pronoun_21d,morpho_syntax
36276,6478,*** <-> it,*** , it,amber,openai-async,True,ROC_se0_ag3_f_01_1,add_pronoun_21d,morpho_syntax
36277,2737,*** <-> go,*** , go,amber,openai-async,True,ROC_se0_ag3_f_01_1,gone_go_19n,morpho_syntax
36278,532,because <-> ***,because , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36279,1713,want to <-> went into,want to , went into,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36280,2731,because <-> and,because , and,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36281,2861,i was <-> them,i was , them,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36282,2973,him- <-> them,him- , them,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36283,3000,him <-> them,him , them,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36284,3008,him <-> them,him , them,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36285,3016,him <-> them,him , them,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36286,6331,*** <-> them,*** , them,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_red_form,morpho_syntax
36287,578,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36288,594,a <-> ***,a , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36289,1321,a <-> ***,a , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36290,1654,a <-> an,a , an,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36291,1733,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36292,1932,i <-> he,i , he,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36293,2001,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36294,2124,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36295,2140,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36296,2291,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36297,2376,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36298,2470,*** <-> a,*** , a,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36299,3300,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36300,3381,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36301,3701,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36302,4068,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36303,4129,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36304,4241,*** <-> a,*** , a,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36305,4461,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36306,5607,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36307,6035,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36308,6251,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36309,6329,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36310,6758,i <-> ***,i , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36311,6810,*** <-> a,*** , a,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36312,6815,you know <-> a,you know , a,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_lexical,morpho_syntax
36313,93,mom has <-> mom's,mom has , mom's,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_contraction,reductions
36314,3385,there is <-> there's,there is , there's,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_contraction,reductions
36315,3544,there is <-> there's,there is , there's,amber,openai-async,True,ROC_se0_ag3_f_01_1,is_contraction,reductions
36316,4183,uh <-> oh,uh , oh,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_sub,verbatim
36317,4900,uh <-> oh,uh , oh,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_sub,verbatim
36318,5482,uh <-> ah,uh , ah,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_sub,verbatim
36319,2,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36320,13,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36321,44,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36322,52,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36323,61,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36324,65,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36325,136,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36326,150,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36327,160,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36328,202,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36329,222,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36330,295,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36331,424,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36332,454,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36333,505,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36334,534,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36335,597,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36336,614,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36337,658,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36338,838,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36339,845,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36340,849,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36341,889,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36342,1012,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36343,1203,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36344,1229,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36345,1252,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36346,1260,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36347,1399,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36348,1417,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36349,1451,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36350,1466,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36351,1542,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36352,1565,oh <-> ***,oh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36353,1766,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36354,1801,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36355,1869,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36356,1894,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36357,1897,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36358,1936,okay <-> ***,okay , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36359,2055,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36360,2064,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36361,2082,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36362,2122,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
36363,2200,uh <-> ***,uh , ***,amber,openai-async,True,ROC_se0_ag3_f_01_1,filler_del,verbatim
